Classification,lower_north_sp,lower_west_sp,lower_south_sp,lower_east_sp,shroud_north,shroud_west,shroud_south,shroud_east,shroud_north_pst1hr,shroud_west_pst1hr,shroud_south_pst1hr,shroud_east_pst1hr,lower_west_zone,lower_north_zone,lower_east_zone,lower_south_zone,OAT,OAT_pst1hr,pressure_station,wind_speed,relative_humidity,max_air_temp_pst1hr,min_air_temp_pst1hr
HOT,140,140,140,100,45.99775,50.3517,51.44572,53.81506,44.11393,47.1819,53.50547,59.19661,72.28672,72.33538,70.81324,71.49406,47.6018,46.97786,100.5,8,83,46.76,45.5
HOT,140,140,140,100,45.99775,49.38942,50.45995,52.8884,44.11393,48.10929,51.68425,55.39527,72.33964,72.43574,70.81531,71.56375,47.6018,46.97786,100.49,9,86,47.3,44.24
COLD,140,140,140,100,47.52563,48.32399,48.74717,51.41424,47.21756,50.75608,54.57494,57.42918,72.36526,72.60274,70.92181,71.79938,49.25767,47.6018,100.58,13,87,47.48,45.14
HOT,140,140,140,100,45.63519,50.1414,51.72807,49.89275,47.52563,48.32399,48.74717,51.41424,72.33169,72.54433,70.7976,71.61359,46.636,49.25767,100.54,9,81,47.3,44.42
COLD,140,140,140,100,45.94923,55.49716,57.05321,50.89089,46.89104,47.26084,48.4168,49.87825,72.42648,72.5379,70.86031,71.88168,47.91743,47.3217,100.54,9,81,47.3,44.42
HOT,140,140,140,100,45.94923,55.49716,57.05321,50.89089,46.89104,47.26084,48.4168,49.87825,72.42648,72.5379,70.86031,71.88168,47.91743,47.3217,100.54,9,81,47.3,44.42
COLD,140,140,140,100,47.50702,49.19798,51.25302,51.11198,46.89222,56.91095,57.74812,52.53113,72.69543,72.11998,71.03742,72.17587,48.50737,47.91743,100.58,22,79,50,48.02
HOT,140,140,140,100,36.80901,37.18234,38.40046,54.5135,39.7533,36.4586,38.0355,39.68967,70.97861,69.76322,70.56564,71.17941,37.52879,38.55488,101.61,17,76,39.2,37.22
HOT,140,140,140,100,39.57951,42.60009,49.41514,49.2802,38.34383,40.8138,52.03134,53.59872,73.30573,72.17087,73.01499,74.08242,40.34771,40.70909,101.72,21,63,42.44,40.46
HOT,140,140,140,100,40.17658,45.41796,48.05291,47.58834,39.57951,45.03258,49.04139,48.80174,73.48575,72.32473,73.45776,74.33002,41.52385,40.88953,101.7,22,59,43.7,42.62
COLD,140,140,140,100,40.47799,50.22236,53.62444,46.9327,39.87727,45.40987,51.46307,49.22831,73.68395,72.42471,73.52007,74.47149,41.28794,42.16188,101.7,22,59,43.7,42.62
HOT,140,140,140,100,40.47799,47.81362,50.46444,46.57804,40.17658,45.41796,48.05291,47.58834,73.84513,72.54018,73.71333,74.75306,42.21259,41.52385,101.71,21,61,43.16,42.44
HOT,140,140,140,100,40.46112,42.23502,44.12069,44.48035,40.76605,44.1228,45.54866,45.76876,72.15244,71.82993,70.96017,71.60989,41.10187,41.42278,101.69,26,61,42.44,41.54
HOT,140,140,140,100,37.49263,38.29595,39.06829,40.67052,37.49263,37.35749,38.4254,40.34172,72.39004,71.40235,72.27549,73.13383,39.13716,38.4892,101.57,9,74,38.3,37.76
HOT,90,90,90,100,41.59224,41.9645,43.09504,44.81108,40.99192,40.44954,40.89921,43.24921,75.04781,72.77792,73.05966,74.20889,42.63214,42.03104,99.9,21,82,42.98,41.18
HOT,90,90,90,100,41.59224,42.264,43.09504,44.81108,40.99192,40.44954,41.2026,43.24921,75.06976,72.89185,73.0165,73.61935,42.63214,42.03104,99.97,26,73,42.98,42.8
COLD,90,90,90,100,46.46589,53.93194,52.03818,49.98314,44.93752,54.76838,53.68651,48.67919,74.05085,71.67881,70.43569,71.29182,47.06497,46.09184,100.15,35,49,49.46,48.02
HOT,140,140,140,100,40.01212,38.66887,38.79617,47.33844,40.00881,38.05197,37.85138,40.20301,72.90675,70.86367,72.11965,73.32495,40.40843,40.10965,101,4,81,35.96,33.62
HOT,140,140,140,100,40.31339,38.9676,39.12392,50.89403,40.00881,38.05197,37.85138,40.20301,73.52818,71.01105,72.50113,73.9777,40.40843,40.10965,101.06,8,79,37.4,33.62
COLD,140,140,140,106.2061,46.21883,52.12376,70.46339,51.56296,44.9948,46.1148,65.73839,54.96465,71.53136,71.20771,72.31496,74.10651,48.57016,47.22778,101.04,15,74,48.02,45.32
HOT,90,90,90,114.5093,46.85699,69.46265,69.66638,50.95213,45.91523,69.49426,74.25397,50.59992,74.81562,71.99944,72.22848,73.76617,47.97678,48.22998,100.96,11,67,48.2,47.12
COLD,90,90,90,113.4714,49.29253,71.29678,59.85392,52.86332,48.3765,71.86255,69.61172,51.92839,75.46066,71.37909,71.83704,74.1526,49.54825,48.9324,100.9,9,71,50,47.84
HOT,140,140,140,100,48.61158,47.38589,46.8976,47.94921,52.12911,47.68574,47.19907,47.3653,74.54197,72.4224,73.38476,75.50656,47.09911,47.09911,99.92,17,95,47.84,47.3
HOT,140,140,140,100,47.26519,47.69832,47.83624,48.92762,51.18016,47.38589,47.19907,48.32132,73.7555,71.70049,72.09335,74.10658,47.42426,47.09911,99.92,17,95,47.84,47.3
COLD,140,140,140,100,47.26519,47.69832,47.83624,48.92762,51.18016,47.38589,47.19907,48.32132,73.7555,71.70049,72.09335,74.10658,47.42426,47.09911,99.92,17,95,47.84,47.3
HOT,140,140,140,100,47.58308,48.32989,48.13342,49.55707,48.61158,47.38589,46.8976,47.94921,73.58306,71.67495,71.93857,73.46722,47.42426,47.09911,99.93,9,96,47.3,46.76
HOT,140,140,140,100,48.81667,49.64667,49.06988,50.97926,47.26519,47.38589,46.58769,47.63139,73.36866,71.68314,71.73115,72.42331,48.34522,46.79065,99.93,9,96,47.3,46.76
COLD,140,140,140,100,50.06053,50.26144,50.6504,51.937,48.81667,49.64667,49.06988,50.97926,71.79794,71.24225,71.91788,71.32403,50.21147,48.34522,99.83,13,97,48.02,47.12
COLD,140,140,140,100,50.36226,50.27816,50.99433,52.26056,50.06053,49.95657,50.31332,51.937,71.59155,70.72351,71.1412,71.18867,50.53052,49.91285,99.77,4,98,48.38,47.66
COLD,140,140,140,100,50.96178,50.89455,51.91181,52.56036,50.36226,50.27816,50.99433,52.26056,71.31499,70.61134,70.87901,71.39966,51.45519,50.53052,99.74,4,98,50.18,48.38
HOT,140,140,140,100,54.93549,55.64351,55.64585,56.62596,54.32157,55.01965,55.3414,56.62596,72.08963,71.58306,71.15746,71.49268,55.24866,54.6344,99.78,5,97,50.9,50
HOT,140,140,140,100,54.93549,55.64351,55.64585,56.62596,54.32157,55.01965,55.3414,56.62596,72.08963,71.58306,71.15746,71.49268,55.24866,54.6344,99.78,5,97,50.9,50
HOT,140,140,140,100,44.62064,46.88333,45.81576,48.09163,46.47294,48.33862,46.43977,50.66043,73.27902,72.58233,71.38612,71.51855,45.8186,46.74857,100.4,9,91,46.4,45.14
HOT,140,140,140,100,44.62064,46.88333,45.81576,48.09163,46.47294,48.33862,46.43977,50.66043,73.27902,72.58233,71.38612,71.51855,45.8186,46.74857,100.4,9,91,46.4,45.14
HOT,140,140,140,100,45.5215,46.66415,44.88212,47.98192,45.5215,47.00719,45.83944,48.99355,73.06611,71.47041,71.57523,71.42542,46.71054,46.71054,100.15,5,96,46.22,45.68
HOT,140,140,140,100,42.0152,40.48961,40.25932,41.28092,43.26788,40.79884,40.5871,42.19999,72.0473,70.78463,71.84634,72.1115,40.29557,41.21627,99.44,22,89,41.36,41.18
HOT,140,140,140,100,43.0401,40.18642,40.25932,40.94913,42.56971,40.79884,40.25932,41.59563,72.35752,71.15008,73.15661,72.25188,40.29557,41.21627,99.47,15,91,41.18,40.64
COLD,140,140,140,100,40.91617,43.98598,43.5004,46.87214,39.70424,44.96197,44.14036,47.51677,71.54856,70.82766,71.45428,72.12624,42.41215,42.41215,99.69,5,89,42.62,42.08
HOT,140,140,140,100,50.63024,51.32974,52.39097,53.78775,50.32108,51.00928,52.08062,53.48783,71.33188,72.84689,74.60804,72.9609,51.38015,51.07823,100.81,9,89,50.36,49.82
COLD,140,140,140,100,51.2249,54.32441,53.05266,54.11159,50.63024,51.62692,52.39097,53.78775,71.54613,73.16819,71.98144,73.04188,51.69518,51.07823,100.79,0,92,50.36,49.46
HOT,140,140,140,100,52.12889,53.60157,53.9844,55.34698,50.63024,51.04324,52.11563,53.48617,71.26221,72.36996,71.58786,73.2131,52.31318,51.38015,100.75,9,92,51.08,49.82
HOT,140,140,140,100,52.4445,53.94037,54.28872,55.64762,50.92752,52.05569,52.43477,53.79602,71.14441,72.02327,71.5648,73.30013,52.92214,51.69518,100.75,9,92,51.08,49.82
HOT,140,140,140,122.3981,55.31232,48.12466,47.70842,47.78326,53.9819,47.83467,47.68278,47.78822,70.95374,70.30096,70.29821,74.14771,47.77429,48.08328,99.15,30,96,48.38,47.3
HOT,140,140,140,100,51.63251,48.43398,48.01958,48.40677,55.67503,47.50321,47.70842,47.76905,72.46217,70.93868,71.32687,73.36005,47.77429,47.77429,99.14,17,96,48.56,48.02
HOT,140,140,140,109.1119,51.3273,48.43398,48.34809,48.75086,56.01949,47.82547,47.70842,47.78326,72.7557,71.02245,70.7564,71.67504,48.08545,47.77429,99.14,17,96,48.56,48.02
HOT,140,140,140,109.1119,49.42854,49.03514,49.28202,50.40658,51.3273,48.43398,48.34809,48.75086,73.36176,71.47611,70.45078,71.66245,48.3887,48.08545,99.05,17,97,48.2,48.02
COLD,140,140,140,101.0159,50.03112,50.6048,50.53747,51.04854,51.3273,48.73507,48.65536,49.39724,73.36497,71.7449,70.41168,71.74687,49.02168,48.08545,99.03,13,97,49.82,48.02
COLD,140,140,140,101.0159,50.34207,50.6048,50.53747,51.37308,50.41463,48.73507,48.65536,49.39724,73.3838,71.80196,70.48188,71.79382,50.60662,48.3887,99.03,13,97,49.82,48.02
COLD,140,140,140,100,50.34207,50.6048,50.84047,51.37308,49.42854,49.03514,49.28202,50.40658,73.46194,71.87177,70.52506,71.8324,50.60662,48.3887,99.03,13,97,49.82,48.02
HOT,140,140,140,100,56.35404,64.23196,67.20313,57.76986,51.58317,58.25501,60.80794,54.27028,74.00437,72.97527,71.29187,73.38371,58.22612,54.10052,98.87,54,63,59.18,55.04
COLD,140,140,140,100,44.92042,43.20929,44.16255,45.7026,45.53197,43.52206,44.80126,46.00092,70.3598,70.76533,70.75219,70.58508,44.69464,44.71539,100.52,34,65,44.96,44.06
COLD,140,140,140,100,46.65899,39.88832,40.39737,42.82516,45.54906,39.58886,40.40369,42.45477,72.00963,70.48077,71.92747,71.93933,41.8144,41.51549,101.47,26,70,41.54,41.36
COLD,140,140,140,100.3247,40.93554,44.12037,45.13147,45.7655,39.71797,41.10806,42.57475,43.09705,70.84302,69.97712,70.59202,71.39634,42.15279,41.77859,101.65,28,54,43.7,41
HOT,140,140,140,100,37.76564,37.9387,35.35991,35.14637,39.61176,39.45477,36.9385,37.76905,71.66342,70.74835,71.84977,71.23779,36.65651,38.86885,101.02,24,91,38.66,37.04
COLD,140,140,140,100,36.86704,37.03296,35.03219,35.16158,37.46707,37.6414,35.35991,35.16702,71.24051,69.97015,70.24053,70.98563,36.35865,36.34285,100.8,26,92,37.4,36.5
HOT,140.8389,140,140,117.4152,39.14883,44.72268,50.54008,48.0292,39.7599,40.54172,52.90697,48.8927,71.25778,72.27149,70.4512,70.64144,40.42231,41.70073,101.69,9,63,40.82,39.38
HOT,140.0848,140,140,152.4855,32.54251,37.76709,38.20815,39.96935,33.45651,37.86993,38.20687,38.39885,72.10722,72.52723,71.21362,71.86126,34.14993,35.24147,101.07,26,69,35.24,34.16
HOT,140.0848,140,140,153.2057,32.22634,34.6866,35.94608,37.03831,32.2296,37.5864,37.82041,37.5232,72.05454,72.58959,72.57952,72.34418,32.75785,34.14993,101.07,22,64,34.7,33.08
COLD,143.54,140,140,146.9474,34.964,26.46667,27.79645,29.84353,40.2781,25.84951,26.88363,28.9176,71.61718,72.82921,71.96677,71.35172,28.06341,27.7542,102.17,22,62,28.4,27.86
HOT,140,140,140,146.6537,33.41846,28.36762,30.35039,32.20094,34.964,26.46667,27.79645,29.84353,71.66846,72.7355,71.93217,71.48669,29.29354,28.06341,102.29,26,55,29.12,28.4
HOT,140,140,140,146.867,33.03519,29.00512,31.32652,32.89576,34.03802,26.77084,28.39548,30.50595,71.64272,72.75199,71.95524,71.53317,29.93504,28.37957,102.29,26,55,29.12,28.4
HOT,140,140,140,146.867,33.03519,29.00512,31.32652,32.89576,34.03802,26.77084,28.39548,30.50595,71.64272,72.75199,71.95524,71.53317,29.93504,28.37957,102.29,26,55,29.12,28.4
COLD,140,156.1584,140,146.4903,28.98541,32.24018,31.85588,34.33504,33.03519,29.00512,31.32652,32.89576,72.35427,72.67004,71.85721,71.47757,29.79773,29.93504,102.35,22,52,30.56,29.12
HOT,140,100,140,145.7808,30.5316,38.51842,38.18986,36.5946,29.90854,34.98818,37.3423,35.49069,72.53865,72.64608,72.01293,72.07455,32.00884,30.14188,102.41,18,53,32.54,30.02
COLD,140,100,140,145.9135,30.53763,39.03692,39.70951,34.55119,30.20929,40.30339,40.15176,36.69395,72.66998,72.64191,72.06161,71.79516,30.96474,31.13764,102.41,13,53,32.9,31.46
HOT,140,100,140,145.3424,30.84791,41.84537,39.05698,35.33399,30.5316,37.8136,37.8182,35.59777,72.86594,72.67927,72.13657,71.82039,32.52737,32.00884,102.41,13,53,32.9,31.46
HOT,140,100,140,145.3422,30.85026,40.26766,39.20411,34.31885,30.84791,42.69631,40.22511,35.64164,72.64944,72.59745,71.92033,71.70539,32.20845,32.52737,102.39,22,50,34.52,31.46
COLD,140,145.588,140,145.2139,32.71638,34.43809,31.79627,31.73322,32.11466,33.16016,30.85579,30.74777,72.60989,72.75429,71.85974,71.48943,31.69077,31.06216,101.73,24,62,33.98,32.9
COLD,140.0919,144.9134,140.0919,144.4615,37.41167,34.10278,34.89498,36.69313,38.63834,35.14888,35.50219,36.62535,72.93176,72.81912,72.06013,72.501,35.32836,35.33911,99.74,26,96,36.14,35.24
COLD,140.0919,144.4356,140,144.7539,36.1918,33.10113,33.98249,35.73774,38.03135,34.75546,34.89498,36.69313,72.73179,72.53337,71.77469,72.45705,34.69775,35.63882,99.74,26,95,35.6,34.52
HOT,140.0919,143.9597,140,144.6013,36.1918,33.39252,33.96837,35.79161,36.1918,33.11769,33.98249,36.36966,72.83802,72.57757,71.82987,72.5163,34.98433,34.05621,99.73,34,94,35.06,34.34
COLD,140.0919,143.5558,140,144.1721,37.11544,34.92753,35.51216,37.96772,35.89353,34.29941,34.91853,37.35273,72.85926,72.5379,72.0307,72.57761,36.57041,35.6142,99.68,28,87,36.5,35.96
HOT,140.0919,143.1666,140,143.8785,37.73345,36.24357,37.74069,39.22802,36.81758,36.55185,37.12602,38.59547,72.75713,72.66132,72.61426,72.71031,37.5155,36.61325,99.71,32,79,38.12,37.76
HOT,140.0919,143.5512,140,144.4161,36.52837,34.39735,35.81453,37.37952,37.43542,35.62169,37.0984,38.30722,72.5973,72.46188,72.89638,72.62154,35.93633,36.86734,99.88,32,80,37.22,36.5
HOT,153.8342,153.8342,143.9197,146.4652,36.42412,30.7722,37.19193,36.29629,36.54659,30.13918,31.22615,32.93418,71.89364,71.81709,72.48313,72.40887,32.7073,32.9961,101.11,8,77,31.28,30.38
HOT,153.8342,153.8342,143.9197,146.4652,36.42412,30.7722,37.19193,36.29629,36.54659,30.13918,31.22615,32.93418,71.89364,71.81709,72.48313,72.40887,32.7073,32.9961,101.11,8,77,31.28,30.38
HOT,151.7922,151.7922,140.4009,145.0431,33.16486,33.3082,40.5727,38.88527,36.7307,30.15962,35.47915,36.33131,71.96217,72.00704,72.03958,72.63174,34.96166,32.7073,101.11,11,77,33.08,31.46
HOT,140.3353,144.6091,140.0943,143.83,35.32083,38.50685,64.22775,40.67926,34.0935,35.60956,51.78106,48.72149,72.8548,72.64355,72.07967,74.59467,37.67174,34.6535,101.01,13,72,36.14,33.8
HOT,140.3353,144.6091,140.0943,143.83,35.32083,38.50685,64.22775,40.67926,34.0935,35.60956,51.78106,48.72149,72.8548,72.64355,72.07967,74.59467,37.67174,34.6535,101.01,13,72,36.14,33.8
HOT,140.0767,143.0205,140.0943,143.4171,35.91755,51.56047,56.91243,41.9031,35.31363,52.05944,63.01549,41.26433,72.742,72.47477,72.17123,73.50526,38.61969,38.01165,100.84,11,62,38.12,37.22
HOT,140.0767,143.1485,140.0943,143.7348,36.22294,50.83176,52.35441,41.60498,35.31363,51.12949,60.02735,41.26433,72.77934,72.52971,72.05013,73.32682,38.2788,38.31079,100.84,11,62,38.12,37.22
HOT,140.0767,143.1485,140.0943,143.7348,36.22294,50.83176,52.35441,41.60498,35.31363,51.12949,60.02735,41.26433,72.77934,72.52971,72.05013,73.32682,38.2788,38.31079,100.84,11,62,38.12,37.22
COLD,140.0767,142.7483,140.0943,143.4465,36.52828,50.25891,48.16103,41.62863,36.22205,45.12598,44.88443,41.62176,73.1196,72.59294,72.00672,72.96574,38.90608,37.62793,100.72,9,61,38.84,37.4
HOT,140.0767,142.8252,140.0943,143.4243,37.139,49.03816,43.98939,41.28833,36.52828,50.25891,48.16103,41.62863,73.1213,72.55779,71.91158,73.07748,38.59591,38.90608,100.68,9,59,38.84,37.76
HOT,140,145.1517,140,146.2541,32.60271,30.47648,32.71494,33.92579,33.21189,31.1369,33.08485,33.64072,72.70267,72.55882,71.90005,72.41536,30.53694,31.32261,100.62,18,77,31.82,31.28
HOT,140,144.8604,140,146.0442,31.99192,31.12451,43.69167,34.46531,32.3029,31.14638,33.97705,34.37246,72.82522,72.57527,72.15467,73.38474,31.19025,30.24068,100.75,22,71,32,30.56
HOT,140,143.867,140,145.1588,35.10005,47.91106,47.21876,36.2479,34.80049,44.56028,44.03804,35.3046,73.33209,72.66705,72.04856,73.29058,33.3944,34.06121,100.75,32,52,35.6,33.08
HOT,140.1127,144.7341,142.9326,145.2885,34.55219,30.32511,31.89728,32.95537,36.15733,33.82076,35.08226,36.25277,72.38664,72.54705,71.92899,72.45815,32.07651,34.3063,100.51,39,67,36.32,32.9
HOT,140,144.9506,143.1369,145.7527,33.64698,28.7501,40.12212,38.43686,34.55219,30.02316,31.89728,32.63935,72.40649,72.56802,71.9577,72.58305,30.84126,32.07651,100.66,37,57,32.72,32.18
HOT,140,145.5866,143.4885,146.4917,30.48987,25.95296,39.3898,29.14081,31.78594,27.53061,40.29339,37.09404,72.53568,72.51855,72.37607,74.43266,28.69397,30.44969,100.95,43,48,31.1,28.76
HOT,140,145.7271,140,146.3975,30.79248,29.55582,41.69811,30.12958,32.09547,27.1759,41.02602,31.73005,72.47923,72.50134,72.47122,74.54131,28.69397,30.44969,101.05,35,42,29.48,28.04
HOT,140,145.7959,140,146.9745,30.46493,33.73372,37.1175,29.29806,30.48987,26.25088,41.44397,29.48723,72.39767,72.43894,72.51163,73.92169,27.5498,28.69397,101.18,28,39,28.76,25.34
HOT,140,145.7959,140,146.9745,30.46493,33.73372,37.1175,29.29806,30.48987,26.25088,41.44397,29.48723,72.39767,72.43894,72.51163,73.92169,27.5498,28.69397,101.18,28,39,28.76,25.34
HOT,140,145.6077,140,147.5199,28.8179,37.29419,28.66704,25.44608,29.76848,40.04514,38.03923,26.68268,74.12097,72.48518,72.05612,72.91165,24.96055,26.24553,101.42,30,31,26.78,24.62
HOT,140,146.2563,140,148.2866,27.72884,42.38017,34.24222,26.53815,29.73269,39.71319,37.84671,26.38326,74.08758,72.48925,72.03305,72.98396,23.32627,25.58761,101.42,30,31,26.78,24.62
HOT,140,146.4218,140,148.1166,27.38706,36.39556,28.60426,24.852,28.8179,37.29419,28.66704,25.44608,73.31924,72.49598,71.92236,72.91277,22.15399,24.96055,101.56,18,42,24.98,23.54
HOT,140,146.743,140,148.8265,25.65317,26.04769,24.60598,24.19606,26.05806,42.505,32.54239,25.87696,72.617,72.47318,71.85502,72.64693,22.2979,23.32627,101.69,22,39,23.36,21.02
HOT,140,146.5806,140,148.3256,25.33702,22.3367,23.22666,23.21687,26.10117,42.29521,31.49727,25.16004,72.57409,72.46928,71.80889,72.4001,22.2684,22.15399,101.69,22,39,23.36,21.02
HOT,141.6644,149.269,140,151.0804,20.58481,17.22223,33.55409,35.4288,21.4911,14.53427,27.93799,19.43358,72.52793,72.39505,72.04087,72.41355,17.04572,16.95424,102.78,18,53,17.24,15.98
HOT,140,147.84,140,148.7236,17.64776,35.95718,36.28104,25.93548,16.13843,19.75611,37.17673,22.80163,72.68501,72.43356,71.71545,74.05633,21.91991,18.89223,102.73,9,40,21.2,18.86
HOT,140,145.7579,140,148.1627,19.47992,45.10208,38.26894,26.10665,18.26266,39.3941,39.44991,26.0381,73.51623,72.56513,71.73852,72.605,24.59743,21.93892,102.68,5,34,22.64,20.48
HOT,140,144.6955,141.368,144.9732,31.23569,45.97274,56.69048,35.31959,29.7039,34.15013,47.59294,36.81129,72.5322,72.60981,71.8216,73.34902,32.53162,31.2784,101.62,17,55,33.62,31.28
HOT,141.3946,142.9352,140.7794,142.9352,44.62153,39.06749,39.28769,39.51704,43.36577,38.76203,38.98462,39.20975,72.59487,72.41578,71.84747,72.17896,40.22456,40.22456,99.07,35,96,40.64,40.28
COLD,140.0607,142.6498,140,142.8497,43.71404,40.28419,40.188,40.45618,43.40615,39.98112,39.88555,40.15298,72.78704,72.46335,72.03861,71.91332,40.5094,40.21106,98.77,35,96,41.36,40.82
HOT,140.0607,141.8227,140,142.2093,42.87111,43.38337,43.28531,45.00708,41.34133,42.13264,42.04733,42.36899,72.70722,72.53806,71.54795,71.91334,43.2496,42.04777,98.62,8,96,43.16,42.26
HOT,140.0607,141.6732,140,142.0971,42.87111,42.46196,43.28531,44.3807,41.65031,42.45182,42.04733,43.71931,72.48126,72.50294,71.51913,72.14774,43.2496,42.04777,98.65,22,96,43.7,42.26
HOT,140.611,144.4199,143.3216,145.0125,36.68588,31.89362,33.56516,34.32661,34.0597,32.50082,34.16967,34.93811,72.87141,72.84756,71.76434,72.25742,34.16945,34.47909,99.07,28,76,34.7,34.16
HOT,140,143.9292,140,144.3131,33.47918,34.05524,35.80282,36.42353,36.39407,34.70999,36.33623,36.37725,72.336,72.45316,71.67935,71.90965,35.12045,34.79402,99.13,39,70,36.14,35.24
